osm_id,unity_world_x,unity_world_z,altura_m,nombre
1227104495,1890.034,8816.019,6.4,
1227104496,1426.986,9221.652,6.4,
1227104497,1392.957,9267.896,6.4,
1227104498,1350.761,9281.086,6.4,
1227104499,1325.857,9327.875,6.4,
1227104501,1455.501,9242.533,6.4,
1227104502,1469.638,9188.262,6.4,
1227104504,1903.936,9303.582,6.4,
1227104505,1997.452,9067.243,6.4,
1227104508,1771.521,7568.45,6.4,
1227104512,1821.24,7601.708,6.4,
1227104519,1878.337,7658.563,6.4,
1227104520,1892.886,7677.443,6.4,
1227121259,1929.379,7722.075,6.4,
1227121260,1964.224,7808.733,6.4,
1227121262,1822.751,7505.498,6.4,
1227121263,1840.848,7527.601,6.4,
1227121264,1877.886,7572.241,6.4,
1227121265,1904.455,7524.306,6.4,
1227121266,1882.684,7480.091,6.4,
1227121267,2096.332,7764.506,6.4,
1227121268,2128.235,7775.663,6.4,
1227121269,2137.021,7670.743,6.4,
1227121270,2004.405,7710.11,6.4,
1227121271,2013.885,7601.153,6.4,
1227121273,1974.812,7658.249,6.4,
1227121274,2134.285,7453.004,6.4,
1227121276,1999.013,7674.085,6.4,
1227121277,2021.688,7732.456,6.4,
1227121278,2035.368,7750.401,6.4,
1227121279,2047.016,7753.757,6.4,
1227121280,2110.072,7731.294,6.4,
1227121281,2111.731,7764.93,6.4,
1227121282,2154.624,7711.524,6.4,
1227121283,2156.968,7679.493,6.4,
1227121284,2125.062,7626.39,6.4,
1227121285,2080.104,7677.669,6.4,
1257117434,1814.343,7607.54,3.2,
1313606543,3322.945,8845.751,6.4,
1313606544,3278.438,8858.748,6.4,
1313606545,3291.223,8859.728,6.4,
1313606546,3255.496,8879.515,6.4,
1313606548,3274.43,8661.193,6.4,
1313628217,933.375,7873.777,6.4,
1313628218,944.833,7871.235,6.4,
1313628219,972.504,7892.963,6.4,
1313628220,1023.119,7920.502,6.4,
1313628221,1008.436,7905.702,6.4,
1313628222,991.886,7906.721,6.4,
1313628223,1034.692,7940.285,6.4,
1313628224,1047.767,7943.245,6.4,
1313628227,836.473,7746.913,6.4,
1313628228,797.097,7675.079,6.4,
1313628229,777.133,7678.061,6.4,
1313628230,755.389,7694.724,6.4,
1313628232,737.214,7662.426,6.4,
1363849817,1095.028,8791.661,6.4,
1470013164,1654.743,8057.112,6.4,
1470013165,1660.439,8058.681,6.4,
1470013166,1666.365,8060.203,6.4,
1470013167,1672.519,8061.735,6.4,
1470013168,1678.543,8063.238,6.4,
1470013169,1684.515,8064.782,6.4,
1470013170,1690.676,8066.492,6.4,
